Frecuencias de nombres masculinos;;;
Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018;;;
;;;
Nombres masculinos con frecuencia mayor o igual a 20 a nivel nacional.;;;
(*) Edad media de las personas que tienen ese nombre a nivel nacional.;;;
;;;
Orden;Nombre;Frecuencia;Edad Media (*)
10100;UGUTZ;61 ;29,9
10101;VALENTIN GABRIEL;61 ;26,9
10102;VASILE CATALIN;61 ;32,4
10103;VICTOR OMAR;61 ;32,5
10104;VIGGO;61 ;11,0
10105;VINICIO;61 ;49,7
10106;WALTER ALBERTO;61 ;41,9
10107;WENJUN;61 ;28,8
10108;WILLIAM PATRICIO;61 ;37,1
10109;XIAOLONG;61 ;30,9
10110;YERAY DAVID;61 ;25,8
10111;YUHANG;61 ;13,5
10112;YUNIEL;61 ;29,3
10113;YUVRAJ;61 ;8,2
10114;ZORION;61 ;41,1
10115;ABDERREZAK;60 ;40,6
10116;AISA;60 ;37,1
10117;ALIN DANIEL;60 ;27,3
10118;ALOIS;60 ;46,2
10119;ALTAIR;60 ;18,2
10120;ALVARO GONZALO;60 ;32,8
10121;ANDRES JORGE;60 ;44,5
10122;ANDRES MARCELO;60 ;34,8
10123;ANDRES MARIANO;60 ;51,1
10124;ANDREW PETER;60 ;49,3
10125;ANDREW WILLIAM;60 ;50,2
10126;ANGEL ELIAS;60 ;44,3
10127;ANTHONY PAUL;60 ;45,6
10128;ARASH;60 ;32,0
10129;ARTZAI;60 ;21,5
10130;BENITO MIGUEL;60 ;52,6
10131;BENYOUSSEF;60 ;46,9
10132;BOGDAN NICOLAE;60 ;28,5
10133;BRAULIO ANTONIO;60 ;43,5
10134;BYRON JAVIER;60 ;27,5
10135;CHRISTIAN ALEXIS;60 ;28,2
10136;CHRISTIAN RAFAEL;60 ;24,3
10137;CIPRIAN VASILE;60 ;34,6
10138;CLAUDIO LUIS;60 ;49,0
10139;CLEOFE;60 ;66,0
10140;COLIN JOHN;60 ;65,0
10141;DANIEL MARCELO;60 ;41,5
10142;DARWIN ALEXANDER;60 ;23,3
10143;DAVID GONZALO;60 ;32,5
10144;DIAWOYE;60 ;34,6
10145;DIEGO JORGE;60 ;39,2
10146;DIONISIO MANUEL;60 ;51,3
10147;DJILLALI;60 ;46,6
10148;DOMNINO;60 ;70,4
10149;EDISON DAVID;60 ;23,9
10150;EDUARDO MARCELO;60 ;43,5
10151;EDWIN FABIAN;60 ;36,6
10152;EMILIO JULIAN;60 ;49,1
10153;ERNESTO DAVID;60 ;35,1
10154;ERNESTO RAFAEL;60 ;45,6
10155;ESSAM;60 ;20,5
10156;ESTEBAN FERNANDO;60 ;42,9
10157;EUMENIO;60 ;67,4
10158;FELIPE VICENTE;60 ;55,3
10159;FINN;60 ;40,9
10160;FLAVIUS;60 ;26,8
10161;FLORIN ANDREI;60 ;19,7
10162;FLORIN BOGDAN;60 ;29,8
10163;FRANCISCO ORLANDO;60 ;49,5
10164;GAMALIEL;60 ;33,1
10165;GEORGI DIMITROV;60 ;47,1
10166;GIANLUIGI;60 ;42,5
10167;GUOLIANG;60 ;44,0
10168;HIBAI;60 ;32,4
10169;HORACIO JOSE;60 ;46,3
10170;INTI;60 ;15,7
10171;IOAN ANDREI;60 ;24,9
10172;IOAN VIOREL;60 ;40,0
10173;ION FLORIN;60 ;36,8
10174;IVAN PEDRO;60 ;32,4
10175;JAIME RAUL;60 ;41,7
10176;JAMSHAID;60 ;35,3
10177;JAVIER GREGORIO;60 ;40,3
10178;JESUS CLEMENTE;60 ;52,4
10179;JESUS VIDAL;60 ;51,5
10180;JHON EDWARD;60 ;28,6
10181;JIALIANG;60 ;18,4
10182;JIARUI;60 ;9,9
10183;JOAN ESTEVE;60 ;41,5
10184;JONATAN JOSE;60 ;27,7
10185;JOSE ARNALDO;60 ;45,4
10186;JOSE VICTORINO;60 ;61,5
10187;JUAN LUCIO;60 ;58,6
10188;KABA;60 ;36,6
10189;KOLDOBIKA MIRENA;60 ;49,8
10190;LEANDRO ARIEL;60 ;34,3
10191;LOREN;60 ;17,2
10192;LUCAS EDUARDO;60 ;24,2
10193;LUCAS MATEO;60 ;7,2
10194;LUCIO ANTONIO;60 ;56,2
10195;LUIS EVELIO;60 ;50,3
10196;LUIS JERONIMO;60 ;45,9
10197;LUIS MODESTO;60 ;56,8
10198;LUIS NORBERTO;60 ;52,3
10199;LUIZ HENRIQUE;60 ;25,5
10200;MACEDON;60 ;44,2
10201;MANUEL ANSELMO;60 ;54,6
10202;MARCELO DAVID;60 ;31,9
10203;MARCOS ROBERTO;60 ;41,0
10204;MARIO EMILIO;60 ;47,2
10205;MATIAS EDUARDO;60 ;27,9
10206;NAKOR;60 ;7,0
10207;NECTOR;60 ;33,3
10208;NEHUEN;60 ;9,1
10209;NERIJUS;60 ;37,0
10210;NESTOR ANDRES;60 ;34,4
10211;OLMEDO;60 ;49,9
10212;OSCAR LEONARDO;60 ;31,8
10213;PABLO JAIME;60 ;39,6
10214;PASCUAL LUIS;60 ;56,8
10215;PAUL GABRIEL;60 ;25,8
10216;PERE RAMON;60 ;53,6
10217;QUENTIN;60 ;24,8
10218;RAMON JOSEP;60 ;50,0
10219;RAMON RICARDO;60 ;55,5
10220;ROBERTO ALEXANDER;60 ;27,9
10221;ROBERTO JULIAN;60 ;46,0
10222;SANTOS JESUS;60 ;54,4
10223;SEBASTIAN ALEXANDER;60 ;14,5
10224;SORIN IOAN;60 ;39,0
10225;SOULIMANE;60 ;27,5
10226;STILIYAN;60 ;32,2
10227;THIAGO ALEJANDRO;60 ;4,2
10228;UMARU;60 ;16,7
10229;VICTOR AGUSTIN;60 ;41,4
10230;WALTER ANDRES;60 ;31,1
10231;WAYNE;60 ;48,0
10232;XUDONG;60 ;32,0
10233;YASEN;60 ;22,1
10234;YUSEIN;60 ;38,1
10235;ABDEL AZIZ;59 ;37,1
10236;ABDELRHANI;59 ;45,2
10237;ABDUL HADI;59 ;9,7
10238;ABDUL KARIM;59 ;37,4
10239;ABELINO;59 ;60,8
10240;ABRAHAM MANUEL;59 ;27,5
10241;ADRIAN ANGEL;59 ;26,2
10242;ADRIAN GEORGE;59 ;32,3
10243;ADRIAN SANTIAGO;59 ;23,8
10244;ADRIAN VICENTE;59 ;28,7
10245;ALBERTO FELIX;59 ;47,8
10246;ALEJANDRO ADRIAN;59 ;23,4
10247;ALEJANDRO SAMUEL;59 ;22,0
10248;ALEXANDRU NICOLAS;59 ;6,1
10249;ALFREDO MARIA;59 ;53,0
10250;ALIN IOAN;59 ;33,4
10251;ALVARO ALFONSO;59 ;36,0
10252;ALVARO JORGE;59 ;34,4
10253;AMEER;59 ;22,5
10254;ANGEL ELOY;59 ;50,0
10255;ANGEL FEDERICO;59 ;48,7
10256;ANGEL RENE;59 ;40,3
10257;ANGEL YERAY;59 ;26,0
10258;ANTONIO DARIO;59 ;40,8
10259;AQEEL;59 ;32,3
10260;AREN;59 ;7,6
10261;ARTURO DANIEL;59 ;27,3
10262;AVELINO MANUEL;59 ;57,4
10263;BALBIR;59 ;47,9
10264;BENJAMIN ANTONIO;59 ;46,8
10265;BIRANE;59 ;38,9
10266;BOUBA;59 ;32,2
10267;BRIAN ANDRES;59 ;17,8
10268;CARMELO MIGUEL;59 ;52,1
10269;CASTULO;59 ;65,2
10270;CHRISTIAN FRANCISCO;59 ;28,2
10271;CIPRIAN CONSTANTIN;59 ;33,5
10272;CLAUDIO ENRIQUE;59 ;44,8
10273;CLAUDIU IOAN;59 ;34,8
10274;CONSTANTIN MARIAN;59 ;34,1
10275;COSMIN GABRIEL;59 ;22,2
10276;CRISTIAN RAMON;59 ;30,1
10277;DANIEL FELIX;59 ;40,0
10278;DANIEL HUGO;59 ;44,7
10279;DAVID MARIANO;59 ;34,4
10280;DAVID ORLANDO;59 ;36,1
10281;DENIS CRISTIAN;59 ;12,0
10282;DINESH;59 ;32,9
10283;EDUARDO JULIO;59 ;49,6
10284;EDWIN DANIEL;59 ;26,0
10285;EREN;59 ;7,3
10286;EUGENIO ALBERTO;59 ;47,7
10287;EUSEBIU;59 ;34,5
10288;FABIO ALBERTO;59 ;38,0
10289;FAUSTINO JESUS;59 ;51,8
10290;FELIX GABRIEL;59 ;39,1
10291;FELIX RICARDO;59 ;48,7
10292;FRANCISCO LEANDRO;59 ;45,5
10293;FRANCISCO LEON;59 ;46,9
10294;FRANCISCO MODESTO;59 ;51,0
10295;GABRIEL FLORIN;59 ;28,8
10296;GARRY;59 ;53,9
10297;GASTON ALEJANDRO;59 ;32,5
10298;GIANPAOLO;59 ;41,4
10299;GILDARDO;59 ;53,0
10300;GONZALO SEBASTIAN;59 ;31,7
10301;GREGOR;59 ;34,6
10302;GREGORIO DAVID;59 ;38,7
10303;GREGORIO ENRIQUE;59 ;51,1
10304;GUILLERMO IGNACIO;59 ;37,1
10305;GUILLERMO JOAQUIN;59 ;37,5
10306;GURPREET SINGH;59 ;30,0
10307;HECTOR ANIBAL;59 ;43,9
10308;HECTOR JULIAN;59 ;37,9
10309;HILARIO MANUEL;59 ;49,8
10310;IANIS;59 ;5,5
10311;IGARKI;59 ;21,1
10312;IGNACIO FELIX;59 ;47,0
10313;ILAI;59 ;5,9
10314;IOAR;59 ;12,0
10315;ION MARIAN;59 ;36,6
10316;ISIDRO JUAN;59 ;52,8
10317;IVAN RODRIGO;59 ;31,8
10318;IZAN MANUEL;59 ;6,0
10319;JANIS;59 ;40,9
10320;JAVIER ARMANDO;59 ;36,8
10321;JAVIER FERMIN;59 ;47,1
10322;JESUS ALONSO;59 ;37,9
10323;JESUS EMILIANO;59 ;50,9
10324;JHON KEVIN;59 ;17,7
10325;JIANMING;59 ;38,4
10326;JOAN ANGEL;59 ;36,8
10327;JOAN MARTI;59 ;31,7
10328;JOAQUIN FELIPE;59 ;50,1
10329;JONATHAN PATRICIO;59 ;25,0
10330;JORGE BERNARDO;59 ;46,0
10331;JOSE AMARO;59 ;49,4
10332;JOSE BOLIVAR;59 ;45,6
10333;JOSE PIO;59 ;52,7
10334;JUAN ALEJO;59 ;48,0
10335;JUAN AVELINO;59 ;56,5
10336;JUAN RODOLFO;59 ;49,3
10337;JULIO VICTOR;59 ;49,8
10338;KHLIFA;59 ;43,9
10339;LAURENTIU MARIAN;59 ;27,8
10340;LAZARO MANUEL;59 ;44,0
10341;LEANDRO NICOLAS;59 ;26,6
10342;LEHBIB;59 ;34,5
10343;LENNON;59 ;9,0
10344;LEOPOLDO JESUS;59 ;47,3
10345;LUCIDIO;59 ;72,0
10346;LUIS CAMILO;59 ;42,1
10347;MANUEL BAUTISTA;59 ;55,0
10348;MARC ANDREU;59 ;22,3
10349;MARIO VALENTIN;59 ;25,1
10350;MARIUS LAURENTIU;59 ;30,8
10351;MATE;59 ;20,1
10352;MATEJ;59 ;24,9
10353;MATEO JAVIER;59 ;25,6
10354;MATIAS DAVID;59 ;19,7
10355;MATT;59 ;7,4
10356;MAURI;59 ;14,2
10357;MELANIO;59 ;64,0
10358;MIKEL JOSEBA;59 ;43,0
10359;MODESTO JAVIER;59 ;45,8
10360;MOISES ALBERTO;59 ;36,1
10361;MUHAMMAD IMRAN;59 ;36,8
10362;NESTOR MIGUEL;59 ;38,9
10363;NICOLAS PABLO;59 ;30,3
10364;OSCAR OMAR;59 ;37,3
10365;OSCAR SEBASTIAN;59 ;29,6
10366;OUSAINOU;59 ;33,3
10367;PAATA;59 ;43,2
10368;PABLO AUGUSTO;59 ;37,3
10369;PABLO SAMUEL;59 ;22,1
10370;PATRICIO FERNANDO;59 ;40,5
10371;PERGENTINO;59 ;56,6
10372;PETER JOSEPH;59 ;60,5
10373;PONÇ;59 ;36,0
10374;RADU ANDREI;59 ;18,9
10375;RAFAEL ISIDRO;59 ;51,9
10376;RAHIM;59 ;36,0
10377;RAMON PABLO;59 ;54,3
10378;RICARDO OSCAR;59 ;53,1
10379;ROBERTO RAUL;59 ;42,3
10380;RODERICK;59 ;40,5
10381;RUBEN ALEXANDER;59 ;21,8
10382;SAMUEL ALBERTO;59 ;26,2
10383;SANTIAGO FELIX;59 ;52,1
10384;SEBASTIAN RAFAEL;59 ;40,8
10385;SEBASTIAO;59 ;46,5
10386;SERGEJS;59 ;40,6
10387;SHADI;59 ;23,5
10388;SHAUN;59 ;43,1
10389;SHUO;59 ;17,9
10390;SINGH;59 ;34,8
10391;SMAIN;59 ;45,0
10392;STEVEN PAUL;59 ;41,7
10393;TARSEM;59 ;45,0
10394;TOMAS GABRIEL;59 ;38,1
10395;VICTOR ROBERTO;59 ;41,8
10396;WAHIB;59 ;16,0
10397;WILLIAM ANTONIO;59 ;40,4
10398;XINLEI;59 ;18,0
10399;YONI;59 ;24,2
10400;ZHAO;59 ;31,5
10401;ZLATKO;59 ;46,5
10402;ABRAHAM DAVID;58 ;23,9
10403;ALEJANDRO FELIX;58 ;40,1
10404;ALEX ALBERTO;58 ;29,1
10405;ALEX JOSE;58 ;25,9
10406;ALFREDO EDUARDO;58 ;47,6
10407;ALIN ALEXANDRU;58 ;25,1
10408;ALVARO ADRIAN;58 ;21,8
10409;ALVARO IVAN;58 ;30,4
10410;ANGEL ALEXIS;58 ;31,9
10411;ANGEL MARCELO;58 ;44,5
10412;ANGEL SERAFIN;58 ;55,1
10413;ANTHONY JESUS;58 ;18,8
10414;ANTONIO CECILIO;58 ;49,3
10415;ARTURO VICENTE;58 ;52,8
10416;BAH;58 ;36,5
10417;BENABDELLAH;58 ;44,5
10418;BOCAR;58 ;36,9
10419;BRENO;58 ;21,7
10420;BRUNO JESUS;58 ;33,2
10421;BYRON PATRICIO;58 ;35,7
10422;CALOGERO;58 ;50,4
10423;CANUTO;58 ;70,3
10424;CESAR AGUSTIN;58 ;39,6
10425;CESAR RODRIGO;58 ;34,6
10426;CESAR RUBEN;58 ;39,1
10427;CHARANJIT;58 ;39,6
10428;CHENYU;58 ;9,9
10429;CONSTANTIN CLAUDIU;58 ;33,0
10430;CORPUS;58 ;63,2
10431;CRISTHOFER;58 ;21,4
10432;DANIEL RODRIGO;58 ;28,4
10433;DAVID OMAR;58 ;30,3
10434;DAVID PETER;58 ;50,8
10435;DENILSON;58 ;25,2
10436;DIANGO;58 ;35,9
10437;DOMINGO FERNANDO;58 ;57,7
10438;EDUARDO CESAR;58 ;48,1
10439;EDUARDO RODRIGO;58 ;37,5
10440;ELAN;58 ;8,2
10441;EMILIO ALFONSO;58 ;54,4
10442;ERICK MANUEL;58 ;18,1
10443;ERNESTO ENRIQUE;58 ;45,5
10444;ESTEBAN ANGEL;58 ;56,1
10445;EUGENIO ENRIQUE;58 ;55,2
10446;FACUNDO NAHUEL;58 ;22,3
10447;FERNANDO EZEQUIEL;58 ;28,9
10448;FERNANDO VALENTIN;58 ;46,3
10449;FLORIN CLAUDIU;58 ;33,9
10450;FRANCISCO LEOPOLDO;58 ;41,6
10451;GABRIEL ARTURO;58 ;29,8
10452;GABRIEL IOAN;58 ;32,9
10453;GABRIEL JAIME;58 ;44,3
10454;GABRIEL SANTIAGO;58 ;27,9
10455;GAIETA;58 ;58,0
10456;GILSON;58 ;39,3
10457;GUSTAVO RAFAEL;58 ;43,5
10458;HARVEY;58 ;37,0
10459;HENNADIY;58 ;49,9
10460;HENRY JESUS;58 ;42,5
10461;HMIDOU;58 ;49,9
10462;HOWARD;58 ;53,3
10463;HUANG;58 ;31,5
10464;HUGO ALEXANDRE;58 ;28,4
10465;HUGO ERNESTO;58 ;43,8
10466;HUGO MARIO;58 ;48,9
10467;IKER ADRIAN;58 ;8,1
10468;IOAN COSMIN;58 ;33,5
10469;IONUT MIHAI;58 ;27,0
10470;ISMAEL ANGEL;58 ;48,5
10471;ISSOUF;58 ;32,8
10472;JACINTO LUIS;58 ;57,2
10473;JAN ERIK;58 ;58,8
10474;JANITZ;58 ;8,1
10475;JHONATAN DAVID;58 ;21,2
10476;JHONNY JAVIER;58 ;31,1
10477;JOAKIN;58 ;62,5
10478;JOEL ALBERTO;58 ;25,0
10479;JONATHAN MAURICIO;58 ;24,2
10480;JONATHAN RAFAEL;58 ;26,6
10481;JOSE ARISTIDES;58 ;48,6
10482;JOSE CALASANZ;58 ;55,0
10483;JOSE EVELIO;58 ;50,3
10484;JOSUE ALEJANDRO;58 ;19,3
10485;JUAN BERNABE;58 ;47,5
10486;JUAN NEPOMUCENO;58 ;46,4
10487;JULIO FELIPE;58 ;55,0
10488;KAMEN;58 ;40,9
10489;KASSEM;58 ;44,2
10490;LICESIO;58 ;68,8
10491;LUIS CLAUDIO;58 ;48,4
10492;MADALIN IONUT;58 ;24,9
10493;MAME MOR;58 ;33,0
10494;MANUEL FIDEL;58 ;57,3
10495;MANUEL LUCIANO;58 ;59,5
10496;MANUEL RAIMUNDO;58 ;55,7
10497;MARC JOAN;58 ;24,2
10498;MARIANO FERNANDO;58 ;57,2
10499;MARIANO GABRIEL;58 ;39,4
10500;MARIO RENE;58 ;40,6
10501;MARIUS GHEORGHE;58 ;34,9
10502;MARIUS LUCIAN;58 ;31,9
10503;MARTIN PABLO;58 ;41,7
10504;MARYAN;58 ;30,4
10505;MATEO MANUEL;58 ;32,1
10506;MIGUEL GONZALO;58 ;50,4
10507;MIGUEL GREGORIO;58 ;48,6
10508;MOHAMED ANOUAR;58 ;24,7
10509;MOHAMMAD REZA;58 ;49,3
10510;MUHAMMAD ASIF;58 ;39,6
10511;NELSON RICARDO;58 ;37,4
10512;OCTAVIO AUGUSTO;58 ;40,6
10513;OCTAVIO JAVIER;58 ;44,9
10514;OLAYO;58 ;58,3
10515;PABLO VALENTIN;58 ;32,6
10516;PAULINO JAVIER;58 ;48,9
10517;PEDRO MATEO;58 ;41,8
10518;PIER PAOLO;58 ;43,1
10519;RAMON GREGORIO;58 ;56,5
10520;RAUL PEDRO;58 ;47,1
10521;RICARDO ADOLFO;58 ;47,3
10522;RICARDO SALVADOR;58 ;48,5
10523;RICHARD ANDRES;58 ;27,8
10524;RICHARD CHARLES;58 ;58,6
10525;RICHARD MANUEL;58 ;37,1
10526;ROBERTO ALFREDO;58 ;48,2
10527;ROGER DAVID;58 ;46,2
10528;ROHAN;58 ;14,2
10529;ROLY;58 ;35,5
10530;SAMUEL JAMES;58 ;24,1
10531;SANTIAGO ROBERTO;58 ;45,2
10532;SEBASTIAN ARIEL;58 ;34,7
10533;SEBASTIAN PABLO;58 ;39,7
10534;SEGUNDO JAVIER;58 ;47,4
10535;SERGIO ARTURO;58 ;36,1
10536;SHARIF;58 ;32,0
10537;SIXTO JAVIER;58 ;41,5
10538;SOL;58 ;34,8
10539;SUBHAN;58 ;11,8
10540;THIAGO JOSE;58 ;6,8
10541;VASILE ALIN;58 ;31,4
10542;VASILII;58 ;36,6
10543;VICENTE ARTURO;58 ;52,1
10544;VICENTE BERNARDO;58 ;57,5
10545;VINOD;58 ;42,1
10546;WENLONG;58 ;34,0
10547;YOUSSAF;58 ;24,1
10548;ZHIMING;58 ;39,6
10549;ABDELHABIB;57 ;40,3
10550;ABDERAHMANE;57 ;27,6
10551;ABDULAH;57 ;14,6
10552;ADRIAN COSMIN;57 ;29,3
10553;ADRIAN GUSTAVO;57 ;35,1
10554;ADRIAN SORIN;57 ;34,4
10555;ALEJANDRO FEDERICO;57 ;34,6
10556;ANDREI CONSTANTIN;57 ;23,1
10557;ANGEL CRISTIAN;57 ;25,8
10558;ANTONIO BENJAMIN;57 ;49,9
10559;ANTONIO GUSTAVO;57 ;46,6
10560;ANTONIO LEON;57 ;48,3
10561;ANTONIO ROQUE;57 ;55,5
10562;ANTONIO VENTURA;57 ;52,9
10563;ARIEL FERNANDO;57 ;37,1
10564;ARMANDO FRANCISCO;57 ;51,1
10565;ARTURO RAFAEL;57 ;44,2
10566;ASHLEY;57 ;26,7
10567;AUGUSTO ANTONIO;57 ;51,8
10568;AVENTINO;57 ;69,5
10569;BATISTE;57 ;29,1
10570;BELKHEIR;57 ;47,0
10571;BENTOR;57 ;15,4
10572;BRAULIO MANUEL;57 ;50,0
10573;CATALIN GABRIEL;57 ;24,9
10574;CESAREO JOSE;57 ;53,0
10575;CIPRIAN FLORIN;57 ;29,9
10576;CLAUDIU GABRIEL;57 ;25,0
10577;CRISTHIAN ALEJANDRO;57 ;20,3
10578;CRISTIAN HERNAN;57 ;35,8
10579;DANIEL ALEXIS;57 ;22,3
10580;DANIEL LEONARDO;57 ;33,3
10581;DAREL;57 ;6,7
10582;DAVID AUGUSTO;57 ;36,0
10583;DAVID BRIAN;57 ;51,0
10584;DAVID GREGORIO;57 ;40,0
10585;DEYVID;57 ;16,4
10586;DIEGO GONZALO;57 ;33,1
10587;DINKO;57 ;43,6
10588;DOMINGO IGNACIO;57 ;54,6
10589;DONATAS;57 ;34,5
10590;DRAGOS ANDREI;57 ;15,4
10591;EDUARD DANIEL;57 ;14,9
10592;EDUR;57 ;15,7
10593;ELTON;57 ;32,9
10594;ENRIQUE PASCUAL;57 ;50,3
10595;ERIBERTO;57 ;46,3
10596;EVERARDO;57 ;62,3
10597;FABIAN MARCELO;57 ;42,9
10598;FAYYAZ;57 ;42,0
10599;FERNANDO JAIME;57 ;52,0
10600;FERNANDO MARIANO;57 ;52,2
10601;FREDDY ENRIQUE;57 ;40,7
10602;GABRIEL AGUSTIN;57 ;35,5
10603;GABRIEL EMILIO;57 ;34,4
10604;GERARDO DIEGO;57 ;39,3
10605;GRATINIANO;57 ;65,7
10606;GREGORIO VICENTE;57 ;51,3
10607;HAMAD;57 ;30,1
10608;HARESH;57 ;47,6
10609;HUGO HERNAN;57 ;41,1
10610;IBOU;57 ;38,2
10611;IMRE;57 ;46,1
10612;IVAN RAUL;57 ;32,3
10613;JAIME ERNESTO;57 ;46,6
10614;JAIME MARTIN;57 ;42,8
10615;JAIRO JAVIER;57 ;26,2
10616;JAVIER ELOY;57 ;36,6
10617;JAVIER LEONARDO;57 ;36,0
10618;JEAN FRANCO;57 ;22,5
10619;JESUS LEOPOLDO;57 ;44,0
10620;JORDI ENRIC;57 ;41,7
10621;JOSE AIRAM;57 ;25,9
10622;JOSE ALIRIO;57 ;50,6
10623;JOSE LUIS MARIA;57 ;62,9
10624;JOSE MARCO;57 ;38,2
10625;JOSE PERFECTO;57 ;58,5
10626;JOSE SERVANDO;57 ;54,0
10627;JOSE TEOFILO;57 ;60,2
10628;JOSEBA MIREN;57 ;47,0
10629;JUAN FULGENCIO;57 ;47,4
10630;JUAN JOSE MARIA;57 ;64,4
10631;JUAN OMAR;57 ;33,0
10632;KARAMBA;57 ;36,4
10633;KELLY;57 ;27,0
10634;KWASI;57 ;40,4
10635;LADISLAV;57 ;44,8
10636;LAURENTIU IONUT;57 ;26,1
10637;LAZARO ANTONIO;57 ;50,6
10638;LEONARDO FRANCISCO;57 ;41,1
10639;LINGWEI;57 ;31,9
10640;LUBOMIR;57 ;43,7
10641;LUCAS DAMIAN;57 ;23,6
10642;LUCAS SAMUEL;57 ;10,5
10643;LUIS ARIEL;57 ;33,6
10644;LUIS GINES;57 ;50,1
10645;LUIS JACOBO;57 ;35,7
10646;LUIS TEODORO;57 ;52,0
10647;MALAQUIAS;57 ;62,1
10648;MAMADOU DIAN;57 ;34,1
10649;MANUEL CAMILO;57 ;51,4
10650;MARCELO FERNANDO;57 ;42,3
10651;MARCUS VINICIUS;57 ;29,1
10652;MARIUS GEORGE;57 ;31,2
10653;MARK JAMES;57 ;44,7
10654;MATIAS FERNANDO;57 ;29,0
10655;MESIAS;57 ;48,9
10656;NELSON GABRIEL;57 ;29,7
10657;NOLBERTO;57 ;45,7
10658;NOR EDDINE;57 ;40,2
10659;NORBERTO MANUEL;57 ;48,9
10660;NOURREDINE;57 ;44,0
10661;PABLO ISRAEL;57 ;29,0
10662;PASCUAL ANGEL;57 ;55,9
10663;PATRIC;57 ;23,9
10664;PAULIUS;57 ;26,2
10665;PHILIP JAMES;57 ;54,9
10666;RAFAEL GONZALO;57 ;46,1
10667;RAUL FLORIN;57 ;13,4
10668;RAUL GUILLERMO;57 ;46,6
10669;REDWAN;57 ;14,7
10670;RICARDO ADRIAN;57 ;31,7
10671;ROBERTO IVAN;57 ;39,5
10672;RODION;57 ;23,9
10673;RODRIGO DAVID;57 ;24,2
10674;RONG;57 ;36,2
10675;RONNY ALEXANDER;57 ;23,1
10676;RUBEN JUAN;57 ;39,4
10677;SALVADOR IGNACIO;57 ;47,1
10678;SALVADOR PEDRO;57 ;54,6
10679;SAMMY;57 ;27,4
10680;SEGUNDO PEDRO;57 ;50,5
10681;SERGIO ISMAEL;57 ;32,1
10682;SERGIO PAULO;57 ;35,9
10683;SEVER;57 ;52,0
10684;SHAKIR;57 ;21,5
10685;SIMON PAUL;57 ;46,9
10686;SISINIO;57 ;70,5
10687;STEPHEN MICHAEL;57 ;54,9
10688;STEVEN JAMES;57 ;44,2
10689;VAIDAS;57 ;38,3
10690;VASILE BOGDAN;57 ;32,4
10691;VASILI;57 ;39,5
10692;VICENTE FELIX;57 ;60,7
10693;VICTORIANO JESUS;57 ;50,8
10694;WENBO;57 ;21,3
10695;WILSON ENRIQUE;57 ;40,8
10696;XAVIER ALEJANDRO;57 ;20,2
10697;YASMANY;57 ;31,7
10698;YAVOR;57 ;33,8
10699;YEFERSON;57 ;24,0
10700;YERIK;57 ;6,9
10701;ZAKHAR;57 ;14,4
10702;ZHIYUAN;57 ;27,5
10703;AARON MIGUEL;56 ;19,7
10704;ABDELHAMED;56 ;43,6
10705;ABDENNACER;56 ;38,3
10706;ABU BAKR;56 ;7,8
10707;AGUSTIN DOMINGO;56 ;53,1
10708;AGUSTIN GABRIEL;56 ;33,7
10709;AGUSTIN PABLO;56 ;46,1
10710;AITOR FRANCISCO;56 ;25,1
10711;ALAA EDDINE;56 ;12,0
10712;ALBERTO OSCAR;56 ;55,0
10713;ALEJANDRO GUSTAVO;56 ;43,9
10714;ALEJANDRO RODRIGO;56 ;28,5
10715;ALEKSI;56 ;34,5
10716;ALEXANDRU ROBERT;56 ;19,4
10717;ALEXIS FERNANDO;56 ;25,7
10718;ALHASSAN;56 ;30,9
10719;ANDREI LUCIAN;56 ;19,5
10720;ANDREJS;56 ;38,4
10721;ANGEL GERMAN;56 ;49,0
10722;ANGEL ISAAC;56 ;27,9
10723;ANGEL JAIME;56 ;52,1
10724;ANGEL TEODORO;56 ;54,5
10725;ANSOUMANA;56 ;35,1
10726;ANTHONY EDWARD;56 ;57,5
10727;ANTONIO PATRICIO;56 ;48,4
10728;ANTONIO VIDAL;56 ;53,1
10729;ARSALAN;56 ;22,0
10730;ARSENII;56 ;11,5
10731;AURELIO MIGUEL;56 ;53,6
10732;AZMAN;56 ;33,4
10733;BENIGNO ANTONIO;56 ;62,4
10734;BENJAMIN DAVID;56 ;26,1
10735;BIAGIO;56 ;45,1
10736;BOUALAM;56 ;44,6
10737;BRIAN DANIEL;56 ;18,0
10738;CESAR ORLANDO;56 ;44,1
10739;CHRISTIAN IVAN;56 ;26,7
10740;CHRISTIAN MAURICIO;56 ;31,3
10741;CLAUDIU ADRIAN;56 ;29,2
10742;CLAUDIU NICOLAE;56 ;29,6
10743;CLEMENTE JESUS;56 ;45,4
10744;CONSTANTI;56 ;49,7
10745;DAVID ARMANDO;56 ;35,2
10746;DAVID HENRY;56 ;65,2
10747;DIEGO DAMIAN;56 ;34,9
10748;DIEGO ISRAEL;56 ;28,4
10749;DIOP;56 ;39,4
10750;DOBROMIR;56 ;36,0
10751;DOMINGO SANTIAGO;56 ;53,2
10752;DRAGOS IONUT;56 ;23,0
10753;EDUARD CONSTANTIN;56 ;16,3
10754;EDUARDO RUBEN;56 ;45,6
10755;EL MOUKHTAR;56 ;47,1
10756;ELDAR;56 ;28,4
10757;EMANOIL;56 ;48,1
10758;EMILIO JORGE;56 ;49,5
10759;EZEQUIEL ALEJANDRO;56 ;24,8
