Orden;Nombre;Frecuencia;Edad media
15073;LUCIA GEMA;36 ;28,7
15074;LUCINEIDE;36 ;42,4
15075;LUISA CARLOTA;36 ;51,6
15076;LUNA SOFIA;36 ;7,3
15077;LUZ MARLENE;36 ;42,7
15078;LUZ NIDIA;36 ;51,3
15079;MADALINA CRISTINA;36 ;25,4
15080;MADELEIN;36 ;18,2
15081;MAELLE;36 ;12,6
15082;MAILYN;36 ;30,9
15083;MAIMONA;36 ;52,9
15084;MANUELA EUGENIA;36 ;56,0
15085;MANUELA VICENTA;36 ;66,8
15086;MARCELA ISABEL;36 ;39,8
15087;MARCIA LORENA;36 ;39,2
15088;MARGARITA MAGDALENA;36 ;53,3
15089;MARIA ALESSANDRA;36 ;30,3
15090;MARIA ARGELINA;36 ;70,4
15091;MARIA BETSABE;36 ;43,1
15092;MARIA CARMEN BEATRIZ;36 ;62,9
15093;MARIA CARMEN NIEVES;36 ;64,6
15094;MARIA DOLORES ISABEL;36 ;63,4
15095;MARIA GORETTY;36 ;39,7
15096;MARIA IRATXE;36 ;41,9
15097;MARIA JAZMINA;36 ;46,7
15098;MARIA NOHEMI;36 ;50,8
15099;MARIA PILAR ANTONIA;36 ;67,1
15100;MARIA RUBIALEJOS;36 ;60,4
15101;MARIA TERESA DOLORES;36 ;66,3
15102;MARIA TRANCITO;36 ;48,2
15103;MARIA YASMIN;36 ;32,1
15104;MARIANA RAMONA;36 ;35,2
15105;MARIE ANGE;36 ;53,8
15106;MARILENNY;36 ;30,9
15107;MARINA EMILIA;36 ;53,6
15108;MARIUXI ALEXANDRA;36 ;34,5
15109;MARJA LEENA;36 ;67,5
15110;MARTA ESTEFANIA;36 ;31,2
15111;MARTA MILAGROS;36 ;45,8
15112;MARTA NOELIA;36 ;34,4
15113;MARTA PINO;36 ;31,5
15114;MARTHA RUTH;36 ;52,7
15115;MARTINA VICTORIA;36 ;21,5
15116;MARUSYA;36 ;45,8
15117;MARY ESTHER;36 ;42,1
15118;MATILDE CONCEPCION;36 ;58,7
15119;MATILDE ELENA;36 ;54,7
15120;MEIRONG;36 ;47,4
15121;MERCEDES AMPARO;36 ;56,0
15122;MERCEDES FATIMA;36 ;50,7
15123;MERLITA;36 ;53,8
15124;MERY ELIZABETH;36 ;41,0
15125;MILAGROS CRISTINA;36 ;48,6
15126;MILAGROS DOLORES;36 ;54,4
15127;MILAGROS JOSEFA;36 ;59,8
15128;MILAGROSA MARIA;36 ;50,1
15129;MIREIA CARMEN;36 ;25,5
15130;MIREN MAITENA;36 ;66,8
15131;MIRIA;36 ;40,6
15132;MIRIAN ALEXANDRA;36 ;38,7
15133;MIRTA LILIANA;36 ;57,3
15134;NADIA ISABEL;36 ;27,7
15135;NARCISA ELIZABETH;36 ;44,8
15136;NAZARET CARMEN;36 ;23,1
15137;NELLY ESPERANZA;36 ;51,2
15138;NIARA;36 ;7,7
15139;NICOLA LOUISE;36 ;41,0
15140;NIEVES ANGELES;36 ;49,4
15141;NILVA;36 ;40,4
15142;NINEL;36 ;50,3
15143;NOHORA;36 ;54,2
15144;NORMA ALEJANDRA;36 ;35,7
15145;NOURELHOUDA;36 ;15,5
15146;NUT;36 ;9,8
15147;OANA ROXANA;36 ;28,7
15148;OLGA ANGELES;36 ;50,4
15149;PALOMA ALMUDENA;36 ;44,8
15150;PAMELA ALEXANDRA;36 ;28,2
15151;PANDORA;36 ;14,6
15152;PAOLA CECILIA;36 ;31,8
15153;PAOLA VERONICA;36 ;36,8
15154;PARAMJEET;36 ;41,2
15155;PATRICIA ELISABETH;36 ;46,0
15156;PATRICIA JULIA;36 ;42,1
15157;PATRICIA MILAGROS;36 ;36,7
15158;PAULA ANGELA;36 ;37,6
15159;PAULINE MARGARET;36 ;68,1
15160;PIEDRAS ALBA;36 ;47,5
15161;PILAR PALOMA;36 ;55,5
15162;QIUHUA;36 ;46,7
15163;RADYA;36 ;34,5
15164;RAQUEL INES;36 ;45,9
15165;RAQUEL SARA;36 ;41,9
15166;ROCIO LORENA;36 ;31,9
15167;ROCIO REYES;36 ;37,5
15168;ROMILDA;36 ;51,0
15169;ROSA ARACELI;36 ;56,9
15170;ROSA EDELMIRA;36 ;52,6
15171;ROSARIO NIEVES;36 ;54,9
15172;ROSELINA;36 ;49,3
15173;ROSIO;36 ;35,9
15174;ROSSY;36 ;35,4
15175;ROXANA CARMEN;36 ;40,4
15176;ROXANA ISABEL;36 ;37,1
15177;ROXANA MARIANA;36 ;27,7
15178;RUTH ELISABETH;36 ;40,6
15179;RUTH MIRIAM;36 ;38,6
15180;SANDRA LOURDES;36 ;40,4
15181;SANDRA PAULINA;36 ;37,6
15182;SANGEETA;36 ;41,2
15183;SARA ANGELA;36 ;36,3
15184;SARA GUADALUPE;36 ;33,8
15185;SARA JESUS;36 ;37,4
15186;SARAI MARIA;36 ;29,1
15187;SEERAT;36 ;10,2
15188;SHARMILA;36 ;31,4
15189;SHARON ANN;36 ;52,8
15190;SHARON NICOLE;36 ;19,6
15191;SHEILA ISABEL;36 ;25,6
15192;SHUANGFEN;36 ;38,1
15193;SHUTING;36 ;19,6
15194;SHUYAN;36 ;32,8
15195;SIEGLINDE;36 ;68,4
15196;SIOBHAN;36 ;33,9
15197;SIRENA;36 ;35,8
15198;SONIA AMPARO;36 ;46,3
15199;SONIA VERONICA;36 ;38,8
15200;STEFFI;36 ;38,1
15201;SUSAN JEAN;36 ;64,9
15202;SUSANA INMACULADA;36 ;47,2
15203;SUZHU;36 ;49,2
15204;SYBILLE;36 ;58,0
15205;TALA;36 ;15,4
15206;TANIA MERCEDES;36 ;36,3
15207;TAOUS;36 ;41,6
15208;TATIA;36 ;22,4
15209;TEOTISTA;36 ;76,8
15210;TERESA AURORA;36 ;56,0
15211;TERESA IRENE;36 ;53,4
15212;TERESE;36 ;28,8
15213;TIAN;36 ;25,9
15214;TINKA;36 ;39,0
15215;TRINIDAD ROSARIO;36 ;55,2
15216;VALERI;36 ;21,1
15217;VANESA SOLEDAD;36 ;34,9
15218;VANESSA ANDREINA;36 ;27,8
15219;VANESSA PATRICIA;36 ;34,8
15220;VERANIA;36 ;51,5
15221;VICTORIA GABRIELA;36 ;17,0
15222;VIOLETTE;36 ;26,7
15223;VIOLINA;36 ;35,9
15224;VIRGINIA CRISTINA;36 ;44,0
15225;XIAORONG;36 ;38,9
15226;XIAOYA;36 ;25,9
15227;XIULING;36 ;45,2
15228;XIUYU;36 ;46,0
15229;XUEFANG;36 ;41,1
15230;XUEPING;36 ;40,8
15231;YACQUELINE;36 ;40,6
15232;YAIZA ISABEL;36 ;25,5
15233;YANAI;36 ;13,6
15234;YANINA SOLEDAD;36 ;30,3
15235;YANYU;36 ;34,1
15236;YEMINA;36 ;35,8
15237;YENNY CAROLINA;36 ;32,3
15238;YESMINA;36 ;28,0
15239;YOCASTA;36 ;40,0
15240;YOLANDA ALICIA;36 ;54,1
15241;YOLANDA ANTONIA;36 ;51,1
15242;YOLANDA CONCEPCION;36 ;50,9
15243;YONGQIN;36 ;42,8
15244;YONGZHEN;36 ;40,8
15245;YRIA;36 ;10,2
15246;YUEMEI;36 ;48,0
15247;YULIAN;36 ;49,1
15248;YUSLEIDY;36 ;33,0
15249;ZENIA;36 ;34,0
15250;ZHAO;36 ;35,7
15251;ZHUYING;36 ;51,7
15252;ADDA;35 ;16,2
15253;ADRIANA CATALINA;35 ;29,7
15254;ADRIANA ROSA;35 ;41,1
15255;AGNETA;35 ;54,1
15256;AINHOA PILAR;35 ;18,2
15257;AIRIS;35 ;19,1
15258;ALCORA;35 ;25,0
15259;ALEXANDRA IULIANA;35 ;25,2
15260;ALEXIA GABRIELA;35 ;7,7
15261;ALINA VALENTINA;35 ;26,6
15262;ALISON MARY;35 ;56,9
15263;AMADEA;35 ;70,0
15264;AMADINA;35 ;74,4
15265;AMELIA ESTHER;35 ;57,5
15266;AMELIA MERCEDES;35 ;61,1
15267;AMNERIS;35 ;25,3
15268;ANA ABIGAIL;35 ;23,5
15269;ANA ADRIANA;35 ;34,2
15270;ANA CONSOLACION;35 ;46,1
15271;ANA ELBA;35 ;46,3
15272;ANA LIGIA;35 ;44,8
15273;ANA MARAVILLAS;35 ;43,5
15274;ANA MARIA ASUNCION;35 ;64,4
15275;ANA SOCORRO;35 ;47,2
15276;ANAISA;35 ;31,9
15277;ANCUTA ELENA;35 ;30,9
15278;ANDRA MIHAELA;35 ;20,9
15279;ANGELA INMACULADA;35 ;31,5
15280;ANGELA VERONICA;35 ;39,2
15281;ANGELA VIRGINIA;35 ;46,4
15282;ANGELES CRISTINA;35 ;46,6
15283;ANNA KARINA;35 ;32,3
15284;ANTERA;35 ;73,8
15285;ANTONIA ELIZABETH;35 ;42,8
15286;ANTONIA FATIMA;35 ;50,8
15287;ANTONIA IRENE;35 ;51,8
15288;ANTONIA SONIA;35 ;44,9
15289;ANUK;35 ;6,3
15290;ANYI;35 ;18,9
15291;ASSETOU;35 ;25,0
15292;ATIA;35 ;14,5
15293;AUDRONE;35 ;49,9
15294;AURORA BEATRIZ;35 ;37,9
15295;AYANA;35 ;10,4
15296;BARBARA TERESA;35 ;40,4
15297;BEATRIZ JOSEFINA;35 ;50,9
15298;BEGOÑA ESTHER;35 ;46,3
15299;BEI;35 ;33,8
15300;BERTA PILAR;35 ;44,5
15301;BINGBING;35 ;24,1
15302;BLANCA DORIS;35 ;55,0
15303;BRITANY;35 ;11,8
15304;BRYANNA;35 ;4,4
15305;CAIFEN;35 ;39,9
15306;CANDELA ROCIO;35 ;11,3
15307;CANDELARIA ESTHER;35 ;46,1
15308;CANDELARIA PINO;35 ;43,9
15309;CANDIDA PILAR;35 ;64,6
15310;CARLA MANUELA;35 ;32,4
15311;CARMEN AMERICA;35 ;57,6
15312;CARMEN DAVINIA;35 ;31,8
15313;CARMEN FUENSANTA;35 ;41,7
15314;CARMEN GEMMA;35 ;42,6
15315;CARMEN HELENA;35 ;40,6
15316;CARMEN MARLENE;35 ;45,4
15317;CARMEN SAGRARIO;35 ;55,4
15318;CARMEN ZORAIDA;35 ;47,7
15319;CARMINIA;35 ;45,6
15320;CAROLINA FRANCISCA;35 ;37,7
15321;CAROLINA MAR;35 ;32,4
15322;CATARINA ALEXANDRA;35 ;26,8
15323;CECILIA LORENA;35 ;41,0
15324;CELENE;35 ;28,2
15325;CELIA LUCIA;35 ;38,0
15326;CELIA PATRICIA;35 ;33,6
15327;CEZARINA;35 ;38,9
15328;CHAHINEZ;35 ;21,8
15329;CHARITO;35 ;48,6
15330;CHIARA MARIA;35 ;22,3
15331;CHLOE VALENTINA;35 ;2,6
15332;CHRISTY;35 ;36,6
15333;CLAUDIA HELENA;35 ;32,9
15334;CLAUDINEIA;35 ;39,3
15335;CLHOE;35 ;5,6
15336;COLOMBINA;35 ;66,8
15337;CONCEPCION LOURDES;35 ;59,9
15338;CORAIMA CARMEN;35 ;20,2
15339;CRISTINA EVA;35 ;40,2
15340;CRISTINA FERNANDA;35 ;34,4
15341;CRISTINA MILAGROS;35 ;37,2
15342;CRUCES;35 ;68,9
15343;DANIELA FILIPA;35 ;22,2
15344;DANIELA MERCEDES;35 ;27,0
15345;DARIA GABRIELA;35 ;5,5
15346;DARJA;35 ;27,0
15347;DELIA MERCEDES;35 ;47,4
15348;DENICE;35 ;36,5
15349;DENISE MARIA;35 ;37,9
15350;DIANA MICHELLE;35 ;19,7
15351;DIGNA MERCEDES;35 ;52,6
15352;DJENABOU;35 ;26,3
15353;DOINA MARIA;35 ;48,6
15354;DOLORES ELIZABETH;35 ;44,5
15355;DOLORES EMILIA;35 ;59,6
15356;DORA LUCIA;35 ;46,8
15357;DOROTA ANNA;35 ;41,7
15358;EL AZIZA;35 ;49,4
15359;EL FAIZA;35 ;44,8
15360;ELAINE MARY;35 ;59,8
15361;ELENA ELVIRA;35 ;44,8
15362;ELSA INES;35 ;54,8
15363;EMESE;35 ;40,0
15364;EMILY MARIA;35 ;9,6
15365;EMMA PILAR;35 ;39,6
15366;ESMA;35 ;26,6
15367;ESPERANZA MERCEDES;35 ;54,2
15368;ESTHER ANTONIA;35 ;48,4
15369;EULOGIA MARIA;35 ;53,0
15370;EVELYN CRISTINA;35 ;24,2
15371;EVELYN KARINA;35 ;30,1
15372;FABIOLA ISABEL;35 ;34,1
15373;FENGZHU;35 ;52,0
15374;FERNANDA GABRIELA;35 ;32,8
15375;FILOMENA CARMEN;35 ;68,6
15376;FLOR ELENA;35 ;47,1
15377;FLORENTINA ISABEL;35 ;54,4
15378;FRANCISCA FATIMA;35 ;51,3
15379;FRANCISCA MARTA;35 ;55,0
15380;GABIJA;35 ;15,8
15381;GEMMA DOLORES;35 ;42,3
15382;GEMMA ESTHER;35 ;45,4
15383;GENESIS ALEJANDRA;35 ;17,0
15384;GENOVEVA CARMEN;35 ;53,4
15385;GEORGETA MARIA;35 ;39,6
15386;GERMINA;35 ;62,8
15387;GESSAMI;35 ;25,0
15388;GLADYS ROSA;35 ;57,2
15389;GLORIA FERNANDA;35 ;48,1
15390;GLORIA LORENA;35 ;37,9
15391;GLORIA MARCELA;35 ;41,4
15392;GRACE KELLY;35 ;26,0
15393;GRACIELA MARGARITA;35 ;53,5
15394;GUIYING;35 ;51,4
15395;HALLOUMA;35 ;48,2
15396;HANIN;35 ;12,2
15397;HANNAH ELIZABETH;35 ;26,0
15398;HEDDA;35 ;43,6
15399;HELENA CRISTINA;35 ;32,7
15400;HENDA;35 ;27,4
15401;IBIS;35 ;41,4
15402;IDA MARIA;35 ;48,7
15403;ILHEM;35 ;33,5
15404;ILIDIA;35 ;65,6
15405;INDARA MARIA;35 ;12,2
15406;INES RAQUEL;35 ;45,2
15407;INGRID PATRICIA;35 ;39,0
15408;IOULIA;35 ;43,0
15409;ISABEL SEGUNDA;35 ;66,7
15410;IZABELA ANNA;35 ;39,9
15411;JAHEL;35 ;24,9
15412;JASMINA CARMEN;35 ;33,8
15413;JENIFER PINO;35 ;28,7
15414;JESSICA LOUISE;35 ;23,7
15415;JESSICA LUCIA;35 ;27,6
15416;JESSICA NOEMI;35 ;26,3
15417;JESSICA VALERIA;35 ;26,3
15418;JIANYAN;35 ;38,7
15419;JIAYUE;35 ;12,5
15420;JING JING;35 ;26,6
15421;JOSEFA HERMINIA;35 ;62,8
15422;JOSEFINA ESTHER;35 ;62,0
15423;JUANA GABRIELA;35 ;46,5
15424;JUANA LUZ;35 ;54,2
15425;JULIA EDITH;35 ;45,8
15426;JULIA FERNANDA;35 ;41,4
15427;JULIA LAURA;35 ;42,4
15428;KARINA SOLEDAD;35 ;33,2
15429;KARINA VERONICA;35 ;40,5
15430;KARLA VERONICA;35 ;33,6
15431;KATARZYNA EWA;35 ;37,7
15432;KATHERINE DAYANA;35 ;21,6
15433;KATHERINE PAMELA;35 ;25,2
15434;KEILY;35 ;9,7
15435;KELLY DAYANA;35 ;18,9
15436;LADY LAURA;35 ;23,8
15437;LAISA;35 ;22,0
15438;LAMAR;35 ;3,8
15439;LAURA ANN;35 ;37,0
15440;LAURA BEGOÑA;35 ;39,0
15441;LAURA GLORIA;35 ;42,0
15442;LEIRE CARMEN;35 ;8,9
15443;LENE;35 ;44,4
15444;LIDIA MAR;35 ;34,4
15445;LIDIA NOEMI;35 ;48,2
15446;LIDIA SOFIA;35 ;29,7
15447;LIZETH CAROLINA;35 ;24,0
15448;LOHIZUNE;35 ;14,7
15449;LOREDANA NICOLETA;35 ;33,7
15450;LORENA ESTHER;35 ;34,0
15451;LORENA LOURDES;35 ;38,2
15452;LOURDES FATIMA;35 ;47,1
15453;LUCIA ASUNCION;35 ;50,9
15454;LUCIA CARIDAD;35 ;39,7
15455;LUCIA CONSUELO;35 ;48,4
15456;LUCIA NATALIA;35 ;32,0
15457;LUISA ESPERANZA;35 ;57,6
15458;LUZ GABRIELA;35 ;26,8
15459;LUZ JANETH;35 ;44,4
15460;MACARENA ROSARIO;35 ;36,4
15461;MADELEYNE;35 ;31,0
15462;MAELYS;35 ;13,8
15463;MALGORZATA EWA;35 ;40,2
15464;MANUELA FATIMA;35 ;48,6
15465;MANUELA NIEVES;35 ;63,9
15466;MARARIA;35 ;9,4
15467;MARIA ADINA;35 ;33,7
15468;MARIA AGAPITA;35 ;66,2
15469;MARIA ARES;35 ;31,3
15470;MARIA BERNADETTE;35 ;43,8
15471;MARIA CARMEN ANA;35 ;66,0
15472;MARIA CARMENZA;35 ;52,9
15473;MARIA EVERILDA;35 ;64,6
15474;MARIA GERONIMA;35 ;52,7
15475;MARIA KATHERINE;35 ;29,5
15476;MARIA LUCILIA;35 ;55,8
15477;MARIA NELSY;35 ;53,2
15478;MARIA PERPETUO;35 ;62,3
15479;MARIA PILAR JULIA;35 ;63,5
15480;MARIA SALETE;35 ;51,3
15481;MARIA SERGIA;35 ;60,2
15482;MARIA SERVANDA;35 ;62,6
15483;MARIA VIRGILIA;35 ;60,8
15484;MARIANA ROXANA;35 ;30,4
15485;MARIATOU;35 ;22,3
15486;MARINA GABRIELA;35 ;29,9
15487;MARIS;35 ;31,2
15488;MARIUCA;35 ;41,2
15489;MARTA ENCARNACION;35 ;40,4
15490;MARTHA GUADALUPE;35 ;47,8
15491;MARTHA JUDITH;35 ;49,8
15492;MARTHA PIEDAD;35 ;47,4
15493;MARTINIANA;35 ;76,9
15494;MATHILDA;35 ;16,7
15495;MELVY;35 ;46,2
15496;MERCEDES AURORA;35 ;57,2
15497;MERCEDES CECILIA;35 ;51,1
15498;MERCEDES LEONOR;35 ;54,6
15499;MERCY ELIZABETH;35 ;39,3
15500;MERIAME;35 ;31,0
15501;MIREN UXUE;35 ;39,5
15502;MIRTA ISABEL;35 ;54,8
15503;MIYUKI;35 ;40,2
15504;MONICA FRANCISCA;35 ;44,9
15505;MONICA JOSEFINA;35 ;48,0
15506;MONICA TATIANA;35 ;35,3
15507;MUSKILDA;35 ;35,8
15508;NANCY GABRIELA;35 ;32,7
15509;NARAY;35 ;9,6
15510;NARCISA CARMEN;35 ;49,9
15511;NARJISSE;35 ;23,6
15512;NATALIA INMACULADA;35 ;34,7
15513;NATALIA IRENE;35 ;27,4
15514;NATALIA MARINA;35 ;33,5
15515;NATIVIDAD DOLORES;35 ;58,2
15516;NEMESIS;35 ;20,6
15517;NERISSA;35 ;35,8
15518;NESSRINE;35 ;20,7
15519;NEUS MARIA;35 ;29,1
15520;NEVENKA;35 ;37,2
15521;NEYVA;35 ;18,8
15522;NICOLETA GEORGIANA;35 ;23,0
15523;NIEVES LOURDES;35 ;48,6
15524;NIEVES ROSARIO;35 ;50,0
15525;NISMA;35 ;12,4
15526;NOELIA MAR;35 ;28,9
15527;NURIA ALEXANDRA;35 ;11,9
15528;NURIS;35 ;46,9
15529;OANA ALINA;35 ;31,5
15530;OCEANIA;35 ;40,8
15531;PAOLA SOFIA;35 ;21,2
15532;PATRICIA GRACIELA;35 ;49,4
15533;PAULA EUGENIA;35 ;33,8
15534;PAULA MARTA;35 ;30,2
15535;PAULA VANESSA;35 ;24,2
15536;PENELOPE ANN;35 ;66,2
15537;PILAR FATIMA;35 ;44,4
15538;PILAR JULIA;35 ;65,2
15539;PINAR;35 ;41,1
15540;PLACIDA MARIA;35 ;53,9
15541;PRABHJOT;35 ;21,4
15542;PRUDENCIA MARIA;35 ;59,5
15543;RAJWANT;35 ;37,9
15544;RAMONA JOSEFA;35 ;68,6
15545;RAMONA MERCEDES;35 ;54,7
15546;RBIHA;35 ;46,0
15547;REBECA ELIZABETH;35 ;26,0
15548;REBECA IOANA;35 ;7,5
15549;REBECA VANESA;35 ;36,4
15550;REBECA VICTORIA;35 ;23,8
15551;REBECCA ANNE;35 ;34,7
15552;REGLA CARIDAD;35 ;44,8
15553;RIHAN;35 ;8,0
15554;ROMINA VALERIA;35 ;33,4
15555;ROSA CARIDAD;35 ;48,4
15556;ROSA JULIANA;35 ;57,9
15557;ROSALINA MARIA;35 ;56,7
15558;RUTH MARIBEL;35 ;38,1
15559;RUTH MERCEDES;35 ;45,7
15560;RUTH TERESA;35 ;42,5
15561;SAEEDA;35 ;40,3
15562;SARA JULIA;35 ;37,7
15563;SARA MICHELLE;35 ;16,2
15564;SARA PAULA;35 ;21,2
15565;SHERIN;35 ;27,4
15566;SHUANGFENG;35 ;39,4
15567;SHUSHANIK;35 ;44,7
15568;SIANA;35 ;8,4
15569;SILMARA;35 ;38,0
15570;SILVIA LEONOR;35 ;44,4
15571;SIMONA FLORENTINA;35 ;32,7
15572;SINESIA;35 ;73,0
15573;SLAVICA;35 ;46,5
15574;SODIA;35 ;55,2
15575;SOFIA ANDREEA;35 ;3,0
15576;SOFIA LAURA;35 ;26,6
15577;SOFIA LEONOR;35 ;20,6
15578;SOLEDAD ISABEL;35 ;48,8
15579;SOLEDAD ROSARIO;35 ;53,9
15580;SONIA MONICA;35 ;43,9
15581;SOUMICHA;35 ;46,6
15582;STELICA;35 ;51,7
15583;SULAIKA;35 ;20,8
15584;SYLVANA;35 ;30,9
15585;TANIA BELEN;35 ;28,6
15586;TERESA AMALIA;35 ;51,7
15587;TERESA MARY;35 ;63,5
15588;TERESA SOLEDAD;35 ;41,8
15589;TRACEY ANNE;35 ;52,2
15590;TRINIDAD DOLORES;35 ;56,2
15591;TSVETOMIRA;35 ;29,8
15592;VALERIA VICTORIA;35 ;12,4
15593;VALERIJA;35 ;28,9
15594;VANESSA BEATRIZ;35 ;29,7
15595;VERONICA ANA;35 ;36,6
15596;VICENTA ASUNCION;35 ;60,6
15597;VIRGINIA ANGELES;35 ;47,4
15598;VIVIANA RAQUEL;35 ;35,6
15599;VYARA;35 ;35,2
15600;WENDY ALEXANDRA;35 ;28,0
15601;XIAOTING;35 ;23,3
15602;XIUWEI;35 ;44,1
15603;YAKIRA;35 ;18,1
15604;YANETT;35 ;33,4
15605;YANQIN;35 ;37,0
15606;YAZMINA CARMEN;35 ;33,0
15607;YENNY MARIA;35 ;39,6
15608;YERAI;35 ;18,6
15609;YESENIA CAROLINA;35 ;32,0
15610;YESSENIA ELIZABETH;35 ;30,3
15611;YOLANDA ELENA;35 ;49,9
15612;YOSELYN;35 ;24,6
15613;YSAURA;35 ;58,5
15614;YUEQIN;35 ;44,4
15615;YULIYANA;35 ;37,9
15616;YUNXI;35 ;8,6
15617;YUNYING;35 ;43,2
15618;ZAIRA CARMEN;35 ;19,5
15619;ZENEB;35 ;28,8
15620;ZHANETA;35 ;43,0
15621;ZHI;35 ;37,4
15622;ZILIA;35 ;23,8
15623;ZOHA;35 ;9,8
15624;ABEER;34 ;30,1
15625;ADINA IOANA;34 ;29,2
15626;ADORACION ANGELES;34 ;57,4
15627;ADRIANA SOLEDAD;34 ;30,6
15628;AINARA SOFIA;34 ;6,4
15629;AIRI;34 ;11,8
15630;AISLING;34 ;24,2
15631;AITANA LUCIA;34 ;8,6
15632;ALBA PINO;34 ;17,9
15633;ALEJANDRA MARINA;34 ;27,6
15634;ALEXANDRA LORENA;34 ;27,4
15635;ALEXANDRA ROXANA;34 ;24,3
15636;ALICIA ASUNCION;34 ;50,7
15637;ALICIA MAGDALENA;34 ;53,3
15638;ALICIA PINO;34 ;39,7
15639;AMANTINA;34 ;61,9
15640;AMELIA JOSEFA;34 ;66,4
15641;AMOR DIOS;34 ;56,1
15642;AMPARO ROSA;34 ;61,9
15643;AMY NICOLE;34 ;15,2
15644;ANA GEORGIANA;34 ;23,7
15645;ANA GISELA;34 ;31,5
15646;ANA LYDIA;34 ;43,8
15647;ANA MARISOL;34 ;37,0
15648;ANA MONSERRAT;34 ;44,4
15649;ANA OFELIA;34 ;51,0
15650;ANA PALMIRA;34 ;45,5
15651;ANA ROXANA;34 ;32,6
15652;ANCA CRISTINA;34 ;35,1
15653;ANDREA DENISA;34 ;12,3
15654;ANDREA LUISA;34 ;37,3
15655;ANDREA MICAELA;34 ;19,3
15656;ANDREEA MARIANA;34 ;25,0
15657;ANE LORE;34 ;42,8
15658;ANGELA EMILIA;34 ;53,0
15659;ANGELES BEATRIZ;34 ;42,3
15660;ANGELICA ELIZABETH;34 ;33,7
15661;ANITA LUCIA;34 ;39,2
15662;ANNA ELZBIETA;34 ;40,8
15663;ANNA PATRICIA;34 ;32,1
15664;ANNELIES;34 ;47,9
15665;ANTELA;34 ;13,8
15666;ANTONIA GABRIELA;34 ;20,3
15667;ANTONIA LAURA;34 ;49,6
15668;ANTONIA PAZ;34 ;50,8
15669;ARETHA;34 ;16,0
15670;ARLETH;34 ;7,5
15671;ARTEMISA;34 ;40,0
15672;ATTIA;34 ;31,8
15673;AUIXA;34 ;55,4
15674;AVNEET;34 ;6,1
15675;AYARA;34 ;10,1
15676;BALBINA MARIA;34 ;56,7
15677;BEATRIZ GUADALUPE;34 ;41,1
15678;BEATRIZ LAURA;34 ;40,9
15679;BEGOÑA ANGELES;34 ;48,9
15680;BEGOÑA PINO;34 ;41,9
15681;BERTHA ELIZABETH;34 ;46,4
15682;BINBIN;34 ;28,1
15683;BLANCA ANA;34 ;46,2
15684;BLANCA ANGELES;34 ;44,7
15685;BLANCA MIRIAM;34 ;50,6
15686;BLANCA MONICA;34 ;45,2
15687;BLANCA NIEVE;34 ;55,1
15688;BOSE;34 ;37,6
15689;BRIGIDA CARMEN;34 ;52,6
15690;CAIFENG;34 ;38,1
15691;CARIDAD PILAR;34 ;49,1
15692;CARLA NATALIA;34 ;25,4
15693;CARLITA;34 ;50,2
15694;CARLOTA EUGENIA;34 ;28,6
15695;CARMEN DELFINA;34 ;62,8
15696;CARMEN JANETH;34 ;41,3
15697;CARMEN JESSICA;34 ;35,1
15698;CARMEN MIREYA;34 ;46,4
15699;CARMEN NOLA;34 ;67,0
15700;CAROLINA GABRIELA;34 ;24,7
15701;CATALINA EUGENIA;34 ;42,2
15702;CATARINA ISABEL;34 ;30,4
15703;CATTLEYA;34 ;2,0
15704;CECILIA PATRICIA;34 ;42,1
15705;CHLOE MARIE;34 ;16,0
15706;CHUN;34 ;37,1
15707;CHUNE;34 ;52,3
15708;CINTIA CAROLINA;34 ;28,4
15709;CLAUDIA ELISA;34 ;31,8
15710;CLAUDIA FLORENTINA;34 ;32,1
15711;CLAUDIA MARIELA;34 ;37,3
15712;CLAUDIA VANESA;34 ;30,4
15713;CONCEPCION LUISA;34 ;62,3
15714;CONCEPCION MARGARITA;34 ;57,8
15715;CONCEPCION YOLANDA;34 ;52,4
15716;COSMINA ELENA;34 ;26,6
15717;CRISTINA ALMUDENA;34 ;34,8
15718;CRISTINA CARLOTA;34 ;34,1
15719;CRISTINA ROXANA;34 ;28,2
15720;CRISTINA SARA;34 ;34,1
15721;CRYSTAL;34 ;16,2
15722;DALVA;34 ;45,6
15723;DAYMI;34 ;37,7
15724;DAYSI MARIA;34 ;46,2
15725;DELIA ANDREEA;34 ;10,3
15726;DENA;34 ;18,6
15727;DIANA FLORENTINA;34 ;24,0
15728;DIANA IONELA;34 ;18,7
15729;DIANNA;34 ;29,0
15730;DIMKA;34 ;44,0
15731;DOLORES ELVIRA;34 ;54,9
15732;DOLORES NATIVIDAD;34 ;59,2
15733;DOLORES VANESA;34 ;37,6
15734;DORA CARMEN;34 ;54,5
15735;EDUINA;34 ;38,9
15736;ELENA ADELINA;34 ;27,1
15737;ELENA ALICIA;34 ;43,6
15738;ELENA AURELIA;34 ;43,5
15739;ELISA BERTA;34 ;51,8
15740;ELISA DOLORES;34 ;55,7
15741;ELIZABETH ROSARIO;34 ;42,7
15742;ELVINA;34 ;48,5
15743;ELVIRA FRANCISCA;34 ;63,1
15744;EMILIA ANA;34 ;52,0
15745;EMILIIA;34 ;23,6
15746;EMILY VICTORIA;34 ;11,2
15747;ENCARNACION ROSA;34 ;54,2
15748;ENELIA;34 ;60,9
15749;ENITH;34 ;46,1
15750;ERICA CARMEN;34 ;29,5
