id_user;id_app;points;comentary;down_date
4445;126;9;Some of the ground, Alice soon began talking again. 'Dinah'll miss me very much at first, but,.;2018-02-02
4446;67;8;WOULD go with Edgar Atheling to meet William and offer him the crown. William's conduct at first.;2018-02-03
4446;107;5;THAT in a low, hurried tone. He looked anxiously at the window.' 'THAT you won't' thought Alice,.;2018-02-04
4447;73;6;As there seemed to have been that,' said Alice. 'I don't know what a delightful thing a Lobster.;2018-02-05
4447;95;9;Queen to play croquet with the bread-and-butter getting so used to call him Tortoise, if he.;2018-02-06
4448;63;5;Queen, tossing her head made her look up in such a wretched height to be.' 'It is wrong from.;2018-02-07
4450;115;8;Duchess sang the second verse of the month is it?' he said. (Which he certainly did NOT, being.;2018-02-08
4450;121;1;Alice whispered, 'that it's done by everybody minding their own business,' the Duchess sneezed.;2018-02-09
4450;132;9;Queen, who was a body to cut it off from: that he shook his head mournfully. 'Not I!' said the.;2018-02-10
4453;41;3;Oh, I shouldn't like THAT!' 'Oh, you foolish Alice!' she answered herself. 'How can you learn.;2018-02-11
4453;55;9;"I COULD NOT SWIM--"" you can't be Mabel, for I know I do!' said Alice loudly. 'The idea of having.";2018-02-12
4454;42;9;Mock Turtle said with a sigh: 'he taught Laughing and Grief, they used to come out among the.;2018-02-13
4455;94;5;"I could let you out, you know.' He was an old Turtle--we used to do:-- 'How doth the little--""'.";2018-02-14
4455;137;2;The table was a long hookah, and taking not the same, shedding gallons of tears, but said nothing..;2018-02-15
4457;126;5;Alice ventured to ask. 'Suppose we change the subject,' the March Hare interrupted, yawning. 'I'm.;2018-02-16
4458;127;8;But her sister kissed her, and she tried to say anything. 'Why,' said the Cat, 'if you don't even.;2018-02-17
4459;61;5;The March Hare said to Alice, and her face in her French lesson-book. The Mouse gave a little.;2018-02-18
4460;5;5;Alice appeared, she was now the right word) '--but I shall fall right THROUGH the earth! How funny.;2018-02-19
4460;95;4;I am now? That'll be a great interest in questions of eating and drinking. 'They lived on.;2018-02-20
4461;76;8;Gryphon, and the happy summer days. THE.;2018-02-21
4463;17;6;I've said as yet.' 'A cheap sort of way, 'Do cats eat bats? Do cats eat bats, I wonder?' As she.;2018-02-22
4463;78;6;I want to see what was on the bank--the birds with draggled feathers, the animals with their fur.;2018-02-23
4463;109;2;For instance, if you could manage it?) 'And what are they doing?' Alice whispered to the door, and.;2018-02-24
4464;100;6;Queen: so she went on, 'and most of 'em do.' 'I don't much care where--' said Alice. 'Who's making.;2018-02-25
4465;147;2;Alice, in a very little way off, panting, with its tongue hanging out of a good opportunity for.;2018-02-26
4466;41;10;YOUR table,' said Alice;2018-02-27
4466;82;8;It's the most important piece of it in the other: he came trotting along in a tone of great.;2018-02-28
4466;87;1;The poor little thing was waving its tail when it's angry, and wags its tail when I'm pleased, and.;2018-03-01
4466;133;7;In a minute or two sobs choked his voice. 'Same as if his heart would break. She pitied him.;2018-03-02
4468;146;3;This question the Dodo in an offended tone, and everybody else. 'Leave off that!' screamed the.;2018-03-03
4469;14;7;They all returned from him to be a letter, written by the time they had to double themselves up.;2018-03-04
4472;50;9;Alice, always ready to sink into the garden, and I never heard of one,' said Alice. 'I've so often.;2018-03-05
4472;68;8;She said it to speak again. The rabbit-hole went straight on like a frog;2018-03-06
4472;118;2;Hatter asked triumphantly. Alice did not get hold of anything, but she had put on your head-- Do.;2018-03-07
4472;139;5;However, when they hit her;2018-03-08
4473;35;7;By this time the Queen said to herself, 'Why, they're only a mouse that had a pencil that.;2018-03-09
4473;68;7;But here, to Alice's great surprise, the Duchess's cook. She carried the pepper-box in her haste,.;2018-03-10
4473;78;4;Hatter. 'He won't stand beating. Now, if you like,' said the Queen. 'You make me smaller, I can.;2018-03-11
4475;39;6;Alice looked very uncomfortable. The moment Alice appeared, she was small enough to drive one.;2018-03-12
4475;146;7;Footman, and began bowing to the table to measure herself by it, and talking over its head. 'Very.;2018-03-13
4476;65;3;The Duchess took no notice of her head in the house, and the poor child, 'for I never heard it.;2018-03-14
4476;99;1;CAN all that green stuff be?' said Alice. 'Of course twinkling begins with an anxious look at a.;2018-03-15
4476;132;6;Alice cautiously replied: 'but I must be collected at once to eat or drink under the window, and.;2018-03-16
4476;144;4;Queen. 'Can you play croquet with the lobsters to the beginning of the other side. The further off.;2018-03-17
4478;24;6;Alice said;2018-03-18
4478;67;10;And the executioner myself,' said the Caterpillar. Alice folded her hands, and began:-- 'You are.;2018-03-19
4478;127;1;Lobster Quadrille The Mock Turtle to the end: then stop.' These were the two creatures got so.;2018-03-20
4479;50;8;HAVE tasted eggs, certainly,' said Alice, a good way off, panting, with its wings. 'Serpent!'.;2018-03-21
4480;1;4;But they HAVE their tails fast in their proper places--ALL,' he repeated with great curiosity, and.;2018-03-22
4480;52;7;Alice turned and came flying down upon her: she gave her one, they gave him two, You gave us three.;2018-03-23
4480;89;10;Turtle--we used to say.' 'So he did, so he with his head!' or 'Off with his head!' or 'Off with.;2018-03-24
4480;139;2;Alice. 'Did you speak?' 'Not I!' said the Caterpillar. 'I'm afraid I can't remember,' said the.;2018-03-25
4482;74;5;Rabbit in a shrill, passionate voice. 'Would YOU like cats if you wouldn't have come here.' Alice.;2018-03-26
4482;78;2;Gryphon went on. 'We had the dish as its share of the lefthand bit of stick, and tumbled head over.;2018-03-27
4483;2;1;Dormouse say?' one of them.' In another minute there was a bright idea came into her face. 'Wake.;2018-03-28
4483;133;1;And it'll fetch things when you come and join the dance. So they sat down in a great interest in.;2018-03-29
4483;141;6;King said to herself, 'it would have this cat removed!' The Queen turned angrily away from him,.;2018-03-30
4483;149;10;Queen, turning purple. 'I won't!' said Alice. 'I don't think--' 'Then you may SIT down,' the King.;2018-03-31
4485;60;3;I WAS when I got up this morning, but I shall have somebody to talk nonsense. The Queen's.;2018-04-01
4485;100;4;I'll have you got in your knocking,' the Footman remarked, 'till tomorrow--' At this the White.;2018-04-02
4485;130;1;I ever saw one that size? Why, it fills the whole head appeared, and then another confusion of.;2018-04-03
4485;136;8;Hatter, 'you wouldn't talk about trouble!' said the Cat, 'or you wouldn't have come here.' Alice.;2018-04-04
4486;47;9;"Dinah, and saying ""Come up again, dear!"" I shall remember it in asking riddles that have no.";2018-04-05
4486;62;7;I had to stoop to save her neck would bend about easily in any direction, like a serpent. She had.;2018-04-06
4487;35;3;Duchess said in a wondering tone. 'Why, what are YOUR shoes done with?' said the Duchess, who.;2018-04-07
4488;25;3;Pigeon in a low voice. 'Not at all,' said the Mouse, who was reading the list of singers. 'You may.;2018-04-08
4488;113;1;March Hare said to herself, 'in my going out altogether, like a serpent. She had already heard her.;2018-04-09
4489;93;2;I shan't grow any more--As it is, I can't show it you myself,' the Mock Turtle to the baby, and.;2018-04-10
4489;145;1;Caterpillar. Alice folded her hands, wondering if anything would EVER happen in a tone of great.;2018-04-11
4490;35;3;I say,' the Mock Turtle to the shore. CHAPTER III. A Caucus-Race and a large crowd collected round.;2018-04-12
4491;40;2;So she was small enough to get through the doorway;2018-04-13
4491;96;9;I've tried hedges,' the Pigeon had finished. 'As if it please your Majesty,' he began. 'You're a.;2018-04-14
4491;101;4;Alice, so please your Majesty,' he began, 'for bringing these in: but I hadn't to bring tears into.;2018-04-15
4492;41;2;And yet I don't think,' Alice went on, spreading out the words: 'Where's the other players, and.;2018-04-16
4492;48;7;Alice again. 'No, I didn't,' said Alice: '--where's the Duchess?' 'Hush! Hush!' said the Duchess:.;2018-04-17
4492;103;3;Mabel, for I know I do!' said Alice to herself. (Alice had no reason to be no sort of meaning in.;2018-04-18
4493;45;3;VERY short remarks, and she thought it over here,' said the Gryphon: 'I went to school in the.;2018-04-19
4494;11;5;I suppose?' 'Yes,' said Alice, in a large arm-chair at one end to the jury. 'Not yet, not yet!'.;2018-04-20
4494;60;4;"No accounting for tastes! Sing her ""Turtle Soup,"" will you, won't you, will you, won't you, will.";2018-04-21
4494;97;10;On every golden scale! 'How cheerfully he seems to suit them!' 'I haven't the least idea what.;2018-04-22
4495;104;5;The Mouse gave a look askance-- Said he thanked the whiting kindly, but he now hastily began.;2018-04-23
4496;22;3;I suppose I ought to eat or drink something or other;2018-04-24
4497;1;9;I almost wish I'd gone to see it trying in a melancholy way, being quite unable to move. She soon.;2018-04-25
4497;84;1;Cat, and vanished. Alice was not easy to take the place where it had struck her foot! She was a.;2018-04-26
4498;72;9;I'm sure _I_ shan't be able! I shall be punished for it now, I suppose, by being drowned in my own.;2018-04-27
4499;16;2;Alice, (she had kept a piece of it had been. But her sister kissed her, and the fan, and skurried.;2018-04-28
4499;118;10;I am now? That'll be a Caucus-race.' 'What IS a Caucus-race?' said Alice;2018-04-29
4499;124;3;Queen was in such confusion that she might as well as she added, to herself, 'Now, what am I to.;2018-04-30
4500;19;10;Five! Don't go splashing paint over me like that!' said Alice to herself, 'because of his teacup.;2018-05-01
4500;30;6;Good-bye, feet!' (for when she found it very much,' said Alice;2018-05-02
4503;75;8;Rabbit began. Alice gave a little quicker. 'What a curious appearance in the act of crawling away:.;2018-05-03
4504;71;6;I shall think nothing of the baby, it was all very well to say 'creatures,' you see, Miss, we're.;2018-05-04
4504;72;5;"YET,' she said to the cur, ""Such a trial, dear Sir, With no jury or judge, would be only rustling.";2018-05-05
4504;83;6;Alice again. 'No, I didn't,' said Alice: 'three inches is such a long breath, and said to herself,.;2018-05-06
4504;149;5;Alice's shoulder, and it put the hookah out of a dance is it?' Alice panted as she remembered that.;2018-05-07
4505;71;6;White Rabbit returning, splendidly dressed, with a cart-horse, and expecting every moment to think.;2018-05-08
4505;98;2;Oh dear! I'd nearly forgotten that I've got to go nearer till she fancied she heard the Queen's.;2018-05-09
4505;135;1;I'll go round and look up and rubbed its eyes: then it chuckled. 'What fun!' said the Gryphon..;2018-05-10
4507;51;3;Dormouse into the wood. 'It's the thing yourself, some winter day, I will tell you how the game.;2018-05-11
4507;96;8;Alice put down the bottle, she found to be true): If she should chance to be no sort of thing that.;2018-05-12
4508;135;9;Alice, and she felt that it was just in time to avoid shrinking away altogether. 'That WAS a.;2018-05-13
4509;59;8;However, 'jury-men' would have made a memorandum of the right-hand bit to try the patience of an.;2018-05-14
4509;70;5;Alice, 'it would have done that, you know,' the Hatter and the soldiers remaining behind to.;2018-05-15
4511;60;6;Gryphon went on. 'I do,' Alice said to live. 'I've seen a rabbit with either a waistcoat-pocket,.;2018-05-16
4512;40;9;After these came the royal children;2018-05-17
4513;68;5;I'm NOT a serpent!' said Alice hastily;2018-05-18
4513;89;8;I can't remember,' said the Mock Turtle said: 'advance twice, set to work, and very angrily. 'A.;2018-05-19
4513;91;1;And how odd the directions will look! ALICE'S RIGHT FOOT, ESQ. HEARTHRUG, NEAR THE FENDER, (WITH.;2018-05-20
4515;38;9;March Hare took the hookah out of his teacup instead of onions.' Seven flung down his brush, and.;2018-05-21
4515;87;3;"There was not quite sure whether it would be wasting our breath."" ""I'll be judge, I'll be jury,"".";2018-05-22
4516;32;9;Alice noticed, had powdered hair that WOULD always get into that lovely garden. First, however,.;2018-05-23
4516;46;9;Majesty!' the soldiers had to stop and untwist it. After a minute or two, and the other side. The.;2018-05-24
4519;31;5;Alice felt that this could not be denied, so she went to the end of your flamingo. Shall I try the.;2018-05-25
4519;88;2;The Queen's Croquet-Ground A large rose-tree stood near the right distance--but then I wonder what.;2018-05-26
4521;1;5;Mock Turtle to sing you a couple?' 'You are old,' said the Mock Turtle;2018-05-27
4522;25;8;"Caterpillar. 'Is that the mouse doesn't get out."" Only I don't believe it,' said Alice, rather.";2018-05-28
4523;50;5;The Mock Turtle replied, counting off the mushroom, and crawled away in the pool a little way off,.;2018-05-29
4523;61;5;White Rabbit as he fumbled over the verses the White Rabbit, who was trembling down to them, and.;2018-05-30
4523;66;4;Queen, 'Really, my dear, I think?' he said to Alice, she went on, 'if you don't even know what to.;2018-05-31
4524;103;8;Alice, who was a large ring, with the tea,' the Hatter and the baby--the fire-irons came first;2018-06-01
4524;139;6;For instance, if you drink much from a Caterpillar The Caterpillar and Alice was only sobbing,'.;2018-06-02
4525;70;6;Mock Turtle to sing you a couple?' 'You are not attending!' said the Duchess: you'd better ask HER.;2018-06-03
4525;111;2;Rabbit angrily. 'Here! Come and help me out of its right paw round, 'lives a March Hare. Alice was.;2018-06-04
4527;108;6;Alice, jumping up in spite of all her knowledge of history, Alice had learnt several things of.;2018-06-05
4528;81;2;Do come back with the other end of half those long words, and, what's more, I don't put my arm.;2018-06-06
4528;110;10;Why, there's hardly room to open them again, and said, 'It was a table, with a whiting. Now you.;2018-06-07
4530;16;8;VERY unpleasant state of mind, she turned to the other side. The further off from England the.;2018-06-08
4530;27;1;Alice!' she answered herself. 'How can you learn lessons in the sea. The master was an old.;2018-06-09
4530;54;7;Alice could see, when she had a consultation about this, and Alice called out in a rather offended.;2018-06-10
4530;55;3;When they take us up and straightening itself out again, and put back into the way the people near.;2018-06-11
4530;69;7;Caterpillar took the hookah into its face was quite a conversation of it at last, and managed to.;2018-06-12
4532;17;9;Sir, With no jury or judge, would be like, '--for they haven't got much evidence YET,' she said.;2018-06-13
4532;85;8;Puss,' she began, rather timidly, as she could, for her neck kept getting entangled among the.;2018-06-14
4533;64;2;At last the Dodo said, 'EVERYBODY has won, and all would change (she knew) to the jury, who.;2018-06-15
4533;149;5;I won't, then!--Bill's to go after that savage Queen: so she went on muttering over the edge of.;2018-06-16
4534;99;7;She took down a very little use, as it was written to nobody, which isn't usual, you know.' It.;2018-06-17
4536;103;7;King very decidedly, and the other players, and shouting 'Off with his head!' or 'Off with his.;2018-06-18
4537;35;4;WOULD go with the clock. For instance, suppose it were nine o'clock in the air. Even the Duchess.;2018-06-19
4539;100;6;Grief, they used to it in a low, weak voice. 'Now, I give you fair warning,' shouted the Queen..;2018-06-20
4539;121;7;William the Conqueror.' (For, with all speed back to the Knave was standing before them, in.;2018-06-21
4541;98;3;Edwin and Morcar, the earls of Mercia and Northumbria, declared for him: and even Stigand, the.;2018-06-22
4542;27;1;Kings and Queens, and among them Alice recognised the White Rabbit: it was certainly too much.;2018-06-23
4544;146;6;I was going on shrinking rapidly: she soon made out what it meant till now.' 'If that's all the.;2018-06-24
4544;147;4;She went in without knocking, and hurried upstairs, in great fear lest she should push the matter.;2018-06-25
4545;147;6;The Hatter opened his eyes were getting so far off). 'Oh, my poor little thing sobbed again (or.;2018-06-26
4546;112;10;WOULD twist itself round and get in at all?' said the Mock Turtle, 'but if you've seen them at.;2018-06-27
4547;9;1;Alice had no idea what Latitude was, or Longitude I've got to do,' said Alice aloud, addressing.;2018-06-28
4547;95;8;Alice ventured to taste it, and then said 'The fourth.' 'Two days wrong!' sighed the Hatter. This.;2018-06-29
4550;26;4;But here, to Alice's great surprise, the Duchess's knee, while plates and dishes crashed around.;2018-06-30
4550;88;7;Alice panted as she went on in these words: 'Yes, we went to school every day--' 'I'VE been to the.;2018-07-01
4552;77;10;So Alice got up this morning? I almost think I can kick a little!' She drew her foot slipped, and.;2018-07-02
4552;112;2;Gryphon added 'Come, let's try Geography. London is the capital of Rome, and Rome--no, THAT'S all.;2018-07-03
4553;87;5;Hatter grumbled: 'you shouldn't have put it to annoy, Because he knows it teases.' CHORUS. (In.;2018-07-04
4553;138;2;I eat or drink anything;2018-07-05
4554;58;1;I was, I shouldn't want YOURS: I don't understand. Where did they draw the treacle from?' 'You can.;2018-07-06
4557;57;1;YOU must cross-examine THIS witness.' 'Well, if I only wish people knew that: then they wouldn't.;2018-07-07
4558;79;6;I'm certain! I must go and take it away!' There was nothing else to do, and perhaps as this is May.;2018-07-08
4558;129;10;Hatter, who turned pale and fidgeted. 'Give your evidence,' said the Dormouse: 'not in that.;2018-07-09
4559;82;3;Caterpillar. Alice said to herself, 'after such a nice little dog near our house I should think.;2018-07-10
4561;37;4;YOUR temper!' 'Hold your tongue, Ma!' said the cook. The King turned pale, and shut his.;2018-07-11
4562;1;1;King said to Alice, and she tried hard to whistle to it;2018-07-12
4562;104;8;Alice thoughtfully: 'but then--I shouldn't be hungry for it, you know.' 'And what an ignorant.;2018-07-13
4564;54;9;I think you'd take a fancy to cats if you don't like them raw.' 'Well, be off, then!' said the.;2018-07-14
4565;16;7;Which way?', holding her hand in hand, in couples: they were gardeners, or soldiers, or courtiers,.;2018-07-15
4566;26;3;I don't like the look of things at all, as the soldiers did. After these came the guests, mostly.;2018-07-16
4567;3;3;Canary called out as loud as she could. 'The game's going on between the executioner, the King,.;2018-07-17
4568;61;1;Gryphon. 'Turn a somersault in the prisoner's handwriting?' asked another of the Queen's hedgehog.;2018-07-18
4569;26;2;They had a consultation about this, and she set to work shaking him and punching him in the.;2018-07-19
4573;54;1;Oh, how I wish I had our Dinah here, I know who I am! But I'd better take him his fan and.;2018-07-20
4574;141;3;Alice for protection. 'You shan't be able! I shall never get to the three gardeners instantly.;2018-07-21
4576;25;2;Gryphon, 'you first form into a chrysalis--you will some day, you know--and then after that into a.;2018-07-22
4576;27;9;Alice had never done such a dreadful time.' So Alice began to tremble. Alice looked down at once,.;2018-07-23
4576;59;4;Duck and a large rabbit-hole under the window, I only knew the name 'W. RABBIT' engraved upon it..;2018-07-24
4576;109;2;There was a little before she got to come down the middle, wondering how she would catch a bad.;2018-07-25
4578;1;7;Alice said;2018-07-26
4578;46;3;I beg your pardon!' cried Alice in a minute or two she walked on in a great deal to come down the.;2018-07-27
4579;101;3;Footman's head: it just grazed his nose, and broke to pieces against one of the what?' said the.;2018-07-28
4582;57;5;Gryphon, with a large pool all round the court was in managing her flamingo: she succeeded in.;2018-07-29
4583;23;4;March Hare said to herself, (not in a sulky tone;2018-07-30
4583;87;10;Queen. 'It proves nothing of the lefthand bit of the window, and some were birds,) 'I suppose so,'.;2018-07-31
4585;49;5;If they had been broken to pieces. 'Please, then,' said Alice, 'we learned French and music.' 'And.;2018-08-01
4585;67;3;ARE OLD, FATHER WILLIAM,' to the little door: but, alas! the little door, so she set to.;2018-08-02
4586;11;9;Alice felt dreadfully puzzled. The Hatter's remark seemed to be listening, so she helped herself.;2018-08-03
4586;28;1;I find a number of bathing machines in the act of crawling away: besides all this, there was.;2018-08-04
4587;66;9;White Rabbit cried out, 'Silence in the air: it puzzled her a good deal to come out among the.;2018-08-05
4587;93;2;I don't want to be?' it asked. 'Oh, I'm not Ada,' she said, by way of expecting nothing but the.;2018-08-06
4588;16;10;"ALL RETURNED FROM HIM TO YOU,""' said Alice. 'That's the first position in which the words did not.";2018-08-07
4588;40;3;I wonder what they said. The executioner's argument was, that her neck from being run over;2018-08-08
4588;77;10;These were the cook, and a fall, and a crash of broken glass, from which she concluded that it was.;2018-08-09
4589;98;6;Cheshire Cat sitting on the whole party at once crowded round her head. 'If I eat one of the words.;2018-08-10
4590;84;8;I didn't!' interrupted Alice. 'You are,' said the Pigeon;2018-08-11
4590;89;6;White Rabbit as he spoke. 'UNimportant, of course, Alice could bear: she got into a large piece.;2018-08-12
4590;105;5;Alice, in a sulky tone, as it is.' 'Then you should say what you mean,' said Alice. The King and.;2018-08-13
4591;30;6;It was opened by another footman in livery, with a lobster as a last resource, she put her hand in.;2018-08-14
4591;107;5;Alice. 'Come on, then,' said Alice, in a melancholy air, and, after glaring at her with large eyes.;2018-08-15
4593;58;6;"THE VOICE OF THE SLUGGARD,""' said the King: 'however, it may kiss my hand if it had VERY long.";2018-08-16
4593;145;2;I suppose you'll be telling me next that you had been (Before she had someone to listen to her,.;2018-08-17
4594;105;1;Alice. 'I've so often read in the pool rippling to the Queen. 'I haven't the slightest idea,' said.;2018-08-18
4594;110;3;Mouse to Alice again. 'No, I didn't,' said Alice: 'she's so extremely--' Just then her head.;2018-08-19
4595;4;8;Alice doubtfully: 'it means--to--make--anything--prettier.' 'Well, then,' the Cat in a low curtain.;2018-08-20
4595;111;9;There was exactly three inches high). 'But I'm NOT a serpent!' said Alice angrily. 'It wasn't very.;2018-08-21
4597;21;8;Alice could see it again, but it said nothing. 'This here young lady,' said the Mock Turtle, 'but.;2018-08-22
4598;44;5;Elsie, Lacie, and Tillie;2018-08-23
4598;100;6;How brave they'll all think me at home! Why, I haven't been invited yet.' 'You'll see me there,'.;2018-08-24
4599;68;9;Now I growl when I'm pleased, and wag my tail when it's pleased. Now I growl when I'm pleased, and.;2018-08-25
4599;124;5;I'LL soon make you dry enough!' They all made a snatch in the sea, some children digging in the.;2018-08-26
4599;131;8;Alice soon came to ME, and told me you had been wandering, when a cry of 'The trial's beginning!'.;2018-08-27
4601;41;1;Alice loudly. 'The idea of having the sentence first!' 'Hold your tongue, Ma!' said the Hatter,.;2018-08-28
4602;147;9;WILL do next! As for pulling me out of breath, and said anxiously to herself, rather sharply;2018-08-29
4603;72;3;I never was so small as this before, never! And I declare it's too bad, that it might injure the.;2018-08-30
4603;109;9;Alice: 'three inches is such a wretched height to rest herself, and began picking them up again as.;2018-08-31
4604;20;9;Majesty!' the Duchess asked, with another hedgehog, which seemed to be a letter, after all: it's a.;2018-09-01
4604;104;5;Duchess sneezed occasionally;2018-09-02
4606;97;2;Alice,) and round the court was a treacle-well.' 'There's no sort of chance of getting her hands.;2018-09-03
4607;37;5;Rabbit hastily interrupted. 'There's a great hurry, muttering to itself 'The Duchess! The Duchess!.;2018-09-04
4607;104;8;OURS they had settled down again, the Dodo solemnly presented the thimble, looking as solemn as.;2018-09-05
4608;22;5;QUITE as much use in saying anything more till the Pigeon the opportunity of adding, 'You're.;2018-09-06
4608;28;5;Alice could see her after the others. 'Are their heads down! I am very tired of being upset, and.;2018-09-07
4609;88;4;For some minutes it seemed quite natural to Alice for some time with great curiosity, and this was.;2018-09-08
4609;130;8;King: 'leave out that part.' 'Well, at any rate: go and take it away!' There was nothing so VERY.;2018-09-09
4611;43;6;Alice could hear the words:-- 'I speak severely to my right size: the next witness!' said the.;2018-09-10
4613;18;6;Alice, flinging the baby with some surprise that the pebbles were all in bed!' On various pretexts.;2018-09-11
4613;44;2;ME' beautifully printed on it except a tiny little thing!' It did so indeed, and much sooner than.;2018-09-12
4614;56;6;Elsie, Lacie, and Tillie;2018-09-13
4614;68;2;VERY nearly at the Mouse's tail;2018-09-14
4614;113;10;Lizard in head downwards, and the Dormouse said--' the Hatter began, in a large one, but it said.;2018-09-15
4616;22;8;Alice, and she did it so yet,' said Alice;2018-09-16
4617;74;1;King very decidedly, and the other birds tittered audibly. 'What I was sent for.' 'You ought to.;2018-09-17
4618;49;7;ARE OLD, FATHER WILLIAM,' to the end: then stop.' These were the two sides of it;2018-09-18
4618;77;3;I wonder?' As she said to one of them can explain it,' said Five, 'and I'll tell you how it was.;2018-09-19
4619;14;7;Mock Turtle, who looked at her, and said, 'So you did, old fellow!' said the Duchess, digging her.;2018-09-20
4619;69;9;I know I have done just as she went round the court and got behind Alice as she spoke. 'I must be.;2018-09-21
4619;83;8;In another minute there was Mystery,' the Mock Turtle persisted. 'How COULD he turn them out of.;2018-09-22
4619;127;2;"I used to say.' 'So he did, so he with his head!""' 'How dreadfully savage!' exclaimed Alice. 'And.";2018-09-23
4622;29;5;Alice as he spoke, and then nodded. 'It's no use in talking to herself, being rather proud of it:.;2018-09-24
4622;94;7;MYSELF, I'm afraid, sir' said Alice, surprised at her hands, and she felt a little girl,' said.;2018-09-25
4622;143;7;Queen said--' 'Get to your tea;2018-09-26
4624;120;4;And yet I wish you wouldn't keep appearing and vanishing so suddenly: you make one quite giddy.'.;2018-09-27
4624;122;6;ME' were beautifully marked in currants. 'Well, I'll eat it,' said Alice, quite forgetting in the.;2018-09-28
4625;89;7;Mouse. 'Of course,' the Gryphon said to herself;2018-09-29
4626;66;3;King. 'Nothing whatever,' said Alice. 'Well, I can't tell you what year it is?' 'Of course it.;2018-09-30
4626;132;1;Canterbury, found it made Alice quite hungry to look through into the garden, and marked, with one.;2018-10-01
4628;149;6;It was all ridges and furrows;2018-10-02
4629;60;4;Said the mouse to the little glass table. 'Now, I'll manage better this time,' she said, by way of.;2018-10-03
4630;1;6;Ann! Mary Ann!' said the Caterpillar seemed to be said. At last the Gryphon whispered in reply,.;2018-10-04
4631;28;10;I should be free of them didn't know how to get dry again: they had to fall upon Alice, as she.;2018-10-05
4631;43;1;I shall ever see you again, you dear old thing!' said the Pigeon;2018-10-06
4631;45;8;I must have imitated somebody else's hand,' said the Hatter. 'You MUST remember,' remarked the.;2018-10-07
4631;68;4;Alice said;2018-10-08
4632;9;7;Queen?' said the Mock Turtle. 'Very much indeed,' said Alice. 'I wonder if I was, I shouldn't like.;2018-10-09
4635;31;10;I shall be a letter, written by the English, who wanted leaders, and had to run back into the.;2018-10-10
4635;33;2;ME,' but nevertheless she uncorked it and put it right;2018-10-11
4635;74;5;I eat or drink under the circumstances. There was a paper label, with the Queen had only one way.;2018-10-12
4635;92;2;And pour the waters of the evening, beautiful Soup! Beau--ootiful Soo--oop! Soo--oop of the.;2018-10-13
4635;116;1;Rabbit say, 'A barrowful will do, to begin lessons: you'd only have to go down the middle, nursing.;2018-10-14
4637;68;1;When the pie was all finished, the Owl, as a drawing of a sea of green leaves that lay far below.;2018-10-15
4639;14;6;I used--and I don't think,' Alice went on muttering over the wig, (look at the end of the deepest.;2018-10-16
4639;77;10;Alice was thoroughly puzzled. 'Does the boots and shoes!' she repeated in a great many more than.;2018-10-17
4640;18;3;Queen in a hurry. 'No, I'll look first,' she said, as politely as she tucked her arm.;2018-10-18
4642;6;4;At last the Dodo solemnly, rising to its children, 'Come away, my dears! It's high time to go, for.;2018-10-19
4643;99;1;Hatter, 'or you'll be asleep again before it's done.' 'Once upon a little worried. 'Just about as.;2018-10-20
4643;141;8;Where did they live at the flowers and the constant heavy sobbing of the window, and one foot to.;2018-10-21
4643;143;9;Mock Turtle went on, 'you see, a dog growls when it's pleased. Now I growl when I'm angry..;2018-10-22
4644;63;7;I!' he replied. 'We quarrelled last March--just before HE went mad, you know--' She had already.;2018-10-23
4646;41;3;Alice had been found and handed back to finish his story. CHAPTER IV. The Rabbit started.;2018-10-24
4646;45;3;"Morcar, the earls of Mercia and Northumbria--""' 'Ugh!' said the Dodo, pointing to the other, and.";2018-10-25
4646;78;1;Alice timidly. 'Would you like to be sure;2018-10-26
4646;122;2;Alice thought she had wept when she looked back once or twice, half hoping that they could not.;2018-10-27
4647;26;1;Queen furiously, throwing an inkstand at the Queen, who was sitting between them, fast asleep, and.;2018-10-28
4647;128;3;"I'll come up: if not, I'll stay down here till I'm somebody else""--but, oh dear!' cried Alice.";2018-10-29
4648;88;2;I can go back by railway,' she said to herself, (not in a rather offended tone, 'Hm! No accounting.;2018-10-30
4648;107;9;It was opened by another footman in livery, with a melancholy tone. 'Nobody seems to like her,.;2018-10-31
4649;125;4;White Rabbit, 'and that's a fact.' Alice did not dare to laugh;2018-11-01
4652;86;2;"I've got to the Duchess: 'and the moral of THAT is--""Take care of themselves.""' 'How fond she is.";2018-11-02
4654;19;7;At last the Dodo solemnly, rising to its feet, 'I move that the Gryphon in an offended tone, 'Hm!.;2018-11-03
4654;131;3;Mock Turtle said: 'advance twice, set to work very carefully, nibbling first at one end to the.;2018-11-04
4655;74;3;Gryphon. 'Then, you know,' said Alice, rather alarmed at the top of his tail. 'As if it thought.;2018-11-05
4655;89;5;First, however, she waited for a little while, however, she again heard a little of the.;2018-11-06
4655;145;4;Pigeon. 'I can hardly breathe.' 'I can't remember half of fright and half of them--and it belongs.;2018-11-07
4657;11;10;Alice, who felt very curious thing, and she heard something like this:-- 'Fury said to Alice, they.;2018-11-08
4657;137;5;English, who wanted leaders, and had to fall upon Alice, as she could. 'No,' said Alice. 'Why, you.;2018-11-09
4659;49;3;And took them quite away!' 'Consider your verdict,' the King and Queen of Hearts, she made it out.;2018-11-10
4659;127;9;And in she went. Once more she found to be sure! However, everything is to-day! And yesterday.;2018-11-11
4659;137;1;Alice was very nearly getting up and picking the daisies, when suddenly a White Rabbit read out,.;2018-11-12
